,PageLink,Title,Article,Date,Topic
10,https://www.flightglobal.com/airlines/jiangxi-air-applies-to-start-international-operations/139186.article,Jiangxi Air applies to start international operations,"Chinese carrier Jiangxi Air has applied to the country's civil aviation authorities to start international passenger and cargo operations. A notice from the Civil Aviation Administration of China (CAAC) states the Nanchang-based airline had applied to be able to fly to Hong Kong, Taiwan, as well as flights to ""neighbouring countries”. While no further details were provided, the airline's website states it is hoping to fly to points in Northeast and Southeast Asia. The CAAC will review its application, and has called for any comment from relevant stakeholders. Jiangxi Air is a joint venture between Xiamen Airlines and the Jiangxi provincial government, with the SkyTeam carrier taking a 60% stake in the company. It began operations in January 2016, and flies to more than 20 points within Mainland China. Cirium fleets data indicates the carrier operates a fleet of 11 aircraft, including nine Boeing 737-800s and two Comac ARJ21 regional jets. Jiangxi Air has another three ARJ21s on order.",8-Jul-20,"Airlines, Asia Pacific"
11,https://www.flightglobal.com/systems-and-interiors/korean-air-to-sell-in-flight-catering-and-retail-businesses/139185.article,Korean Air to sell in-flight catering and retail businesses,"Korean Air is selling its in-flight catering and duty-free businesses and has signed a memorandum of understanding with local private equity fund, Hahn & Company. The investment firm describes itself as ""specialising in buyouts and corporate restructurings in South Korea”, according to its website. Korean said in a statement today that the move was decided at a 7 July board meeting, and the transacting parties will discuss details of the deal later, including follow-ups such as due diligence. It adds: ""Korean Air will do everything it can to ensure job security of its employees in these business sectors, and will communicate closely with the labour union.” In the same statement, Korean reiterates its decision to sell assets ""to overcome the prolonged crisis caused by the Covid-19 pandemic”. The company will also raise W1.13 trillion ($940 million) from the issue of 79.4 million new shares this month, at a final issue price determined to be W14,200 on 6 July. This increases the gross proceeds by about 13% from the initial target announced on 13 May, to raise W1 trillion from the same number of shares at W12,600 each.",8-Jul-20,"Airlines, Asia Pacific, Systems & interiors"
12,https://www.flightglobal.com/military-uavs/general-atomics-to-show-japan-the-maritime-patrol-capabilities-of-mq-9b-seaguardian/139184.article,General Atomics to show Japan the maritime patrol capabilities of MQ-9B SeaGuardian,"General Atomics Aeronautical Systems plans to demonstrate the maritime patrol capabilities of its MQ-9B SeaGaurdian to the Japanese coast guard in mid-September 2020. The unmanned air vehicle (UAV) manufacturer is to hold a series of validation flights in partnership with Japan-based Asia Air Survey, it said on 7 July. The Japan Maritime Self-Defence Force is to support the demonstrations from its Hachinohe base in Aomori Prefecture. The two-month demonstration flight programme will show the wide-area maritime surveillance capabilities of the MQ-9B for missions such as disaster response, maritime law enforcement, and search and rescue, General Atomics says. The MQ-9B SeaGuardian system will carry a multi-mode Raytheon SeaVue maritime surface-search radar with an inverse synthetic aperture radar imaging mode, an automatic identification system receiver, and a high-definition electro-optical/infrared camera. ""This sensor suite enables real-time detection and identification of surface vessels over thousands of square nautical miles,” the company says. General Atomics conducted a similar series of maritime patrol demonstrations for European nations in December 2019 around Greece. The company is trying to show that its MQ-9, a UAV designed for watching and striking terrorists, can use its 35h of non-stop flight time to patrol the world's oceans in search of ships and submarines.",8-Jul-20,"Asia Pacific, Defence, Japan Air Self-Defense Force, Military UAVs"
13,https://www.flightglobal.com/airframers/avolon-strikes-another-27-max-from-order-book/139183.article,Avolon strikes another 27 Max from order book,"Aircraft lessor Avolon has cancelled orders for another 27 Boeing 737 Max, striking another blow to Boeing's backlog as the airframer works to get the Max back in the skies. The 27 cancellations, disclosed by Avolon in a 7 July second quarter business update, add to 75 Max cancellations that the Dublin-based lessor announced in April. Avolon has now nixed a total of 102 Max orders. Including the latest cancellations, Avolon still holds orders for 37 737 Max, according to Boeing. That figure is 18 fewer than the 55 Max orders Avolon held after the April cancellations. The figures suggest nine of the 27 cancellations were for aircraft Avolon had intended to purchase from third parties, possibly through sale-leaseback deals with airlines. Avolon, however, did not respond to a request for more information. ""In light of the Covid-19 pandemic, we continue to work with our customers to balance supply and demand with market realities, especially in the leasing sector,” Boeing says in response to Avolon's latest cancellations. ""We have come to an agreement with Avolon to further restructure their order book. We appreciate Avolon's ongoing commitment to the 737 family through their outstanding orders.” Boeing has been beset by a string of recent Max cancellations. In late June, Norwegian cancelled orders for 92 Max, and already this month lessor BOC Aviation cancelled 30 Max orders. Year to date, Boeing's customers have cancelled roughly 450 Max orders, according to disclosures and Boeing data. But Boeing has been making progress with the Max's certification. Last week, the FAA completed three days of Max certification flights during which pilots and engineers evaluated Boeing's proposed changes to the aircraft's troubled automatic flight control system called the Maneuvering Characteristics Augmentation Systems (MCAS). Investigators implicated that system as a factor contributing to two crashes that killed 346 people and spurred the grounding, which has been in place since March 2019. Prior to lifting the grounding, the FAA still must approve pilot training standards and Boeing's final design documentation. Boeing has said it expects Max deliveries will resume in the third quarter.",8-Jul-20,"737 Max grounding, Aerospace, Airframers, North America"
14,https://www.flightglobal.com/strategy/united-sees-cancellations-rise-warns-of-furloughs/139182.article,"United sees cancellations rise, warns employees of furloughs","United Airlines says cancellations of forward bookings are once again rising due to new travel restrictions and increasing numbers of coronavirus cases across the southern Sun Belt states, prompting a warning that furloughs will be inevitable. In a filing with the Securities and Exchange Commission based on a management town hall meeting on 6 July, the Chicago-based carrier says the seven-day average of cancellations of bookings to and from Newark Liberty International airport within 30 days of departure increased to 85% on 1 July from 65% just two weeks earlier. Newark, one of three major New York City metropolitan area airports, is one of United's busiest east-coast hubs. For all other airports, the cancellations increased to 73% from 70%. The cancellations come as governors of the three states around New York City – New York, Connecticut and New Jersey, also known as the tri-state area – on 24 June began requiring inbound passengers from numerous other US states to isolate for 14 days after arrival. Initially, the restrictions applied to travellers from just eight states. But over the past two weeks the tri-states' governors raised that number to 22, meaning inbound travellers from almost half of US states – including those with rapidly rising case counts like Texas, California, Florida and Arizona – will be required to quarantine upon arrival in the New York City metropolitan area. The New York City region experienced a peak in infections in April, and officials have been trying to prevent a second wave. In addition to increasing cancellations, United's filing says it told employees it ""does not expect the recovery from Covid-19 to follow a linear path”, and is preparing for involuntary furloughs beginning in the fourth quarter. United says it anticipates August capacity to be 65% lower than the same month a year ago, ""which includes certain adjustments that the company plans to make to the schedule previously announced on July 1, 2020, resulting from reduced demand to destinations experiencing increases in Covid-19 cases and/or new quarantine requirements or other restrictions on travel”. Just last week, on 1 July, United announced an additional nearly 25,000 new and reinstated flights during the month of August, tripling its schedule size from June. That optimistic tone has now been effectively shelved. ""The company plans to continue to proactively evaluate and cancel flights on a rolling 60-day basis until it sees signs of a recovery in demand, and expects demand to remain suppressed until a widely accepted treatment and/or vaccine for Covid-19 is available,” the company writes in the filing. In addition, United says it will begin informing employees of potential furloughs between now and the middle of the month. The federal Worker Adjustment and Retraining Notification (WARN) Act requires employers to give 60-day written notice to employees in most cases where mass layoffs will occur. As a condition for taking government financial aid from the CARES Act earlier this year, airlines had to refrain from involuntary layoffs until at least 30 September. With that deadline fast approaching, carriers are now beginning to make contingency plans for the case in which demand does not return to pre-coronavirus levels. Industry analysts have said they expect it to take about three years for the sector to return to 2019 business. To limit daily cash burn, many airlines have introduced generous voluntary leave and early retirement programmes in the hope that these would encourage employees to step away from their jobs. But early signals show that even with the voluntary schemes, airlines' current employee counts far exceed their needs. Pilot and flight attendant unions have already called on the US government to extend furlough protections and expand the financial support programme for airlines, so far to little success.",8-Jul-20,"Airlines, Coronavirus, Must Read, North America, Strategy, United Airlines"
15,https://www.flightglobal.com/airframers/greece-to-acquire-two-air-ambulance-king-air-350s/139181.article,Greece to acquire two air ambulance King Air 350s,"Textron Aviation has sold two Beechcraft King Air 350C medivac aircraft for use by Greece's ministry of health. Norwegian charter operator Sundt Air will acquire the 350Cs and deliver them to Greece's health ministry, which will place the aircraft in service by mid-2021, says Textron Aviation. The Greek air force will oversee the King Airs' maintenance and operation, and the aircraft will be based in Athens. The turboprops are being acquired to perform missions involving disaster relief, medical rescue and hospital transfers, Textron Aviation says. The company adds that the King Air 350C's ability to operate from short airfields and its medical capabilities make it an ideal medivac aircraft. The turboprops will be outfitted with cargo doors, patient oxygen systems and be capable of carrying two stretchers, Textron Aviation says. Powered by twin Pratt & Whitney Canada PT6A turboprops, air ambulance-configured King Air 350s can cruise at 303kt (561km/h) and have range up to 2,692nm (4,986km), according to Textron Aviation.",8-Jul-20,"Aerospace, Airframers, North America"
16,https://www.flightglobal.com/fixed-wing/saab-starts-gripen-e-production-in-brazil/139180.article,Saab starts Gripen E production in Brazil,"Saab has started production of a Gripen E fighter at its facility in Sao Bernardo do Campo, Brazil. The aerostructures plant, called Saab Aeronautica Montagens, is the first outside Sweden to produce large components of the combat aircraft, the company said on 7 July. The site will build sections of the Gripen E, such as the tail cone and front fuselage. Pieces of the fighter will then be delivered to final assembly facilities at Embraer's plant in Gaviao Peixoto, Sao Paulo, Brazil and Saab's facility in Linkoping, Sweden. Brasilia ordered 36 Gripen E/F fighters from Saab in 2014 as part of a deal that included in-country production of 15 examples of the aircraft. The first Gripen E, built in Sweden, was delivered last September for the start of the aircraft's flight-test programme. ""The tail cone and front fuselage of the single-seat version of the Gripen fighter are the first aerostructures to enter into production at [Saab Aeronautica Montagens],” the company says. ""Subsequently, the aerodynamic brakes, rear fuselage, wing box and front fuselage for the two-seater version will also be manufactured at [Saab Aeronautica Montagens]”. As part of a technology transfer deal, about half of the 70 engineers and assemblers working at Saab Aeronautica Montagens were sent, or will be sent, to Saab's facility in Linkoping for training. Deliveries to the Brazilian air force are scheduled to begin in 2021, with all combat aircraft to be delivered by 2024. The aircraft is to be designated the F-39.",8-Jul-20,"Brazilian Air Force, Defence, Fixed-wing, Latin America"
17,https://www.flightglobal.com/strategy/canadas-nolinor-announces-launch-of-new-airline/139179.article,Canada's Nolinor announces launch of new airline,"Canadian passenger and freight charter airline Nolinor Aviation has announced plans to launch a new airline later this year despite the coronavirus crisis that has decimated the travel industry. The Montreal-based carrier, which has been operating charter and speciality flights across Canada's far north for almost three decades, says on 7 July that it is looking to take a slice of the holiday travel market from Canada's established market leaders. The airline says it has been ""secretly working since 2018 to create a new airline that will position them in the tourist flight market”. It has invested ""more than $1 million in a think tank to reinvent the way things are done in this industry”. The result is an airline called OWG, which stands for ""off we go”. ""The flight portion of your trip should be an integral part of your vacation,” says Marco Prud'homme, president of the new airline. ""Traditional airlines have chosen to cut the quality of their services year after year with no regard for the passenger experience. Our goal is to win the hearts of Quebecers with a new airline whose mission is to get travellers excited again.” Nolinor says it acquired several Boeing 737-400s with 158 seats earlier this year for OWG, and on 6 July received permission from the government of Canada to launch international service. On its website, a countdown clock indicates the launch will be on or near 31 August. The airline has not revealed routes or frequencies. It only says it will be flying to ""tropical destinations”. The timing of the launch is curious, as most major airlines across North America have had to cut networks, store aircraft and lay off staff after passenger demand dropped sharply as a result of lockdowns and shelter-in-place orders designed to prevent the spread of the coronavirus. Most major carriers have had to access government aid to manage through the resulting liquidity squeeze. Canadian holiday specialists Air Transat and Sunwing Airlines halted operations in April and expect to resume flights and tour operator activities at the end of July. Calgary-based WestJet, which also has a strong leisure-traveller business to southern destinations, said last month that it was eliminating more than 3,000 jobs due to the crisis, leaving less than 5,000 employees out of a pre-coronavirus workforce of 14,000. In the US, the launch of David Neeleman's Breeze, a new carrier that aims to connect secondary markets, has been delayed to 2021 due to uncertainty around the bounce-back of passenger demand following the coronavirus pandemic.",8-Jul-20,"Airlines, Coronavirus, North America, Strategy"
18,https://www.flightglobal.com/strategy/aeromexico-looks-to-quit-19-aircraft-leases/139178.article,Aeromexico looks to quit 19 aircraft leases,"Grupo Aeromexico, parent of Mexico's flag carrier, has petitioned to be released from aircraft and engine leases as it seeks to shrink its fleet to reduce costs. The Mexico City-based carrier, which filed for Chapter 11 bankruptcy proceedings in a US court on 30 June, says it is looking to be released from leases of 19 aircraft, including ten Boeing 737s and nine Embraer 170s. Five of the Boeings and the E170s would exit the fleet on 1 July, the rest on 15 July. That would leave Aeromexico with 34 737s and none of the smaller Embraer regional jets in its fleet, according to fleets data from Cirium. Aeromexico Connect, the airline's regional subsidiary, still has 47 Embraer E190 jets in its fleet. Aeromexico is looking to streamline its fleet by cutting 737NG and Embraer 170 aircraft. It will continue to operate the Boeing 787 Dreamliner. ""In consultation with their advisors, the debtors have determined that the excess leased equipment is not necessary for the debtors' continued operation or successful reorganisation, and the debtors seek to eliminate rental, insurance, storage and other costs,” the airline writes in a filing dated 3 July. Pre-coronavirus, the airline also operated 19 787 Dreamliners and had six 737 Max, according to Cirium fleets data. The Max remains grounded after two accidents killed 346 people. In the filing documents, the airline says it also hopes to return four General Electric CF34-8E5 engines, which power E170s As of 30 June, the date upon which the company filed for bankruptcy protection, the airline says it had a fleet of 126 aircraft, of which it owned 25. The other 101 were leased – 96 under standard leases and five with purchase options. The company says it paid $36 million dollars each month in rent for aircraft under these 101 leases. The airline adds that it is being fiscally responsible in streamlining its fleet and reducing the number of different types it operates and will reduce costs for training, spare parts and maintenance. Aeromexico's first court date in its bankruptcy proceedings is scheduled for 20 July. Aeromexico filed for bankruptcy just 11 days after it had said it would not, stating at that time that it had been ""evaluating alternatives to move towards a better financial position”. It became the third Latin American carrier to seek protection from creditors after the coronavirus pandemic and the ensuing sharp drop-off in passenger demand decimated the air transport industry earlier this year. Chile's LATAM Airlines and Colombia's Avianca filed for bankruptcy in May after liquidity crises forced them to restructure debt. Latin American governments have been slow to support their aviation industries, and have provided only meagre financial aid to airlines.",8-Jul-20,"Aeromexico, Airlines, Coronavirus, Latin America, Strategy"
19,https://www.flightglobal.com/strategy/volaris-chief-lauds-flexible-cost-base-but-fleet-will-be-flat-to-2023/139176.article,Volaris chief lauds flexible cost base but fleet will be flat to 2023,"Mexican ultra-low-cost carrier Volaris is weathering the coronavirus storm thanks to its variable cost base, but still expects its fleet size to be flat through to 2023 as demand inches back. Speaking during a webinar organised by the World Aviation Festival on 7 July, Volaris chief executive Enrique Beltranena said that the carrier's costs ""are absolutely variable” and that it is operating with ""the same number employees as when [the coronavirus crisis] started”. Retaining the workforce has been possible, he explains, because staff are employed on flexible payment terms. That is among reasons why the carrier has ""barely burned” any of the $450 million (€398 million) in cash that it had going into April and May, when its operations were largely grounded. ""We have been able to reallocate a lot of the fixed expenses of the company and renegotiate deferrals and haircuts in a lot of cases,” Beltranena says. ""As a result, we are preserving our cash in a very effective way.” He clarifies that reports the carrier is looking to private markets for funding are ""not really” true, despite Mexico's government ruling out state aid for the airline sector. Volaris might, however, seek external cash should it target speedier expansion than currently envisaged, he says. Amid that lack of state support, the outlook is not so positive for other carriers in Mexico, Beltranena believes. He expects that ""in matter of 24 months [the market] will recover its demand at regional levels but maybe with one or two carriers less”. Among Mexico's airlines, flag carrier Aeromexico recently filed for bankruptcy protection, while low-cost rival Interjet has been under severe financial pressure. For all of Mexico's carriers, Beltranena reckons demand will be 65-68% of 2019 levels by the end of 2020, rising to 85-88% by the end of 2021, then reaching parity by the end of 2022. Volaris has an advantage amid that recovery because it focuses on visiting friends and relatives traffic, he says, where demand has been returning more quickly compared with the corporate sector. As a result, Volaris' share of the Mexican market has risen as flights ramp up, from around 30% pre-March to 40% in July, Beltranena claims. Much of the airline's strategic focus is still on convincing people to switch from bus travel to Volaris' domestic flights, he continues, adding that enhanced pandemic-related health procedures on aircraft versus buses might tempt more people to change modes of transport. But despite Beltranena's confidence in Volaris's financial security, the carrier is still reining in fleet expansion plans, including through deferrals of incoming Airbus A320neo aircraft. The airline has agreed to keep its all-leased fleet ""at the lowest level” in the near term, Beltranena states, adding that it would go to the secondary market ""if necessary”, should demand differ from current assumptions. Cirium fleets data shows Volaris has 63 A320neos on order, plus 43 A321neos. The carrier in June announced it was deferring eight of the 18 deliveries it had expected to take through to the end of 2021. Baltenena says the airline will still ""probably take delivery” of five A320neos that were due to arrive earlier this year, and is therefore likely to end 2020 with around 88 aircraft. From 2021, ""we will be taking deliveries of the A320neos, but we'll be getting rid of A320ceos, so we can really take advantage of the reduction of the fuel burn”. That reduced fuel burn is an important differentiator for an ultra-low-cost carrier's unit costs, despite low fuel prices, Beltranena says. ""With deliveries to 2023, it's going to stay pretty much the same, at 86-88 aircraft every year,” he adds regarding Volaris' near-term fleet size. Volaris' network covers domestic services in Mexico, plus routes to the USA and Central America. The carrier is partly owned by Bill Franke's Indigo Partners.",8-Jul-20,"Coronavirus, Fleets, Latin America, Networks, Volaris"
